TickerID,CompanyName,Market,Categoly,Unit,isNikkei225
銘柄コード,銘柄名,市場名,業種分類,単元株数,日経225採用銘柄
2349,(株)エヌアイデイ,東証JQS,情報・通信,100,0
2351,(株)ＡＳＪ,マザーズ,情報・通信,100,0
2352,(株)エイジア,東証1部,情報・通信,100,0
2353,日本駐車場開発(株),東証1部,不動産業,100,0
2354,安川情報システム(株),東証2部,情報・通信,100,0
2359,(株)コア,東証1部,情報・通信,100,0
2362,(株)夢真ホールディングス,東証JQS,サービス業,100,0
2370,(株)メディネット,マザーズ,サービス業,100,0
2371,(株)カカクコム,東証1部,サービス業,100,0
2372,(株)アイロムグループ,東証1部,サービス業,100,0
2373,(株)ケア２１,東証JQS,サービス業,100,0
2374,セントケア・ホールディング(株),東証1部,サービス業,100,0
2375,スリープログループ(株),東証2部,サービス業,100,0
2376,(株)サイネックス,東証1部,サービス業,100,0
2378,(株)ルネサンス,東証1部,サービス業,100,0
2379,ディップ(株),東証1部,サービス業,100,0
2384,ＳＢＳホールディングス(株),東証1部,陸運業,100,0
2385,(株)総医研ホールディングス,マザーズ,サービス業,100,0
2388,(株)ウェッジホールディングス,東証JQG,その他金融業,100,0
2389,(株)オプトホールディング,東証1部,サービス業,100,0
2391,(株)プラネット,東証JQS,サービス業,100,0
2393,(株)日本ケアサプライ,東証2部,サービス業,100,0
2395,(株)新日本科学,東証1部,サービス業,100,0
2397,(株)ＤＮＡチップ研究所,東証2部,サービス業,100,0
2398,(株)ツクイ,東証1部,サービス業,100,0
2402,(株)アマナ,マザーズ,サービス業,100,0
2404,(株)鉄人化計画,東証2部,サービス業,100,0
2405,(株)フジコー,東証2部,サービス業,100,0
2406,(株)アルテ　サロン　ホールディングス,東証JQS,サービス業,100,0
2408,(株)ＫＧ情報,東証JQS,サービス業,100,0
2410,(株)キャリアデザインセンター,東証1部,サービス業,100,0
2411,ゲンダイエージェンシー(株),東証JQS,情報・通信,100,0
2412,(株)ベネフィット・ワン,東証2部,サービス業,100,0
2413,エムスリー(株),東証1部,サービス業,100,0
2415,ヒューマンホールディングス(株),東証JQS,サービス業,100,0
2417,(株)ツヴァイ,東証2部,サービス業,100,0
2418,(株)ツカダ・グローバルホールディング,東証1部,サービス業,100,0
2424,(株)ブラス,東証1部,サービス業,100,0
2425,(株)ケアサービス,東証JQG,サービス業,100,0
2427,(株)アウトソーシング,東証1部,サービス業,100,0
2428,ウェルネット(株),東証1部,サービス業,100,0
